trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
225,False,"{'a': 0.05210612641493772, 'e': 0.10421225282987544}",20,12,17.29262638261271,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.051585065150788346, 'e': 0.10317013030157669}",25,13,9.963179641028562,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.05106921449928046, 'e': 0.10213842899856092}",20,12,18.42130554820651,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.050558522354287656, 'e': 0.10111704470857531}",20,9,21.428240081401636,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.050052937130744775, 'e': 0.10010587426148955}",25,19,11.297263673411384,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.04955240775943733, 'e': 0.09910481551887466}",20,15,10.515937843270319,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.04905688368184295, 'e': 0.0981137673636859}",20,3,22.365231815802332,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.04856631484502452, 'e': 0.09713262969004904}",20,8,13.759330411624996,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.04808065169657428, 'e': 0.09616130339314856}",25,17,12.87205284942888,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.04759984517960854, 'e': 0.09519969035921708}",25,0,26.449321006120712,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
235,False,"{'a': 0.04712384672781245, 'e': 0.0942476934556249}",30,22,12.43433579219447,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.04665260826053433, 'e': 0.09330521652106866}",25,20,8.904243313193966,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.04618608217792898, 'e': 0.09237216435585796}",20,11,-0.8274978405935773,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.04572422135614969, 'e': 0.09144844271229938}",20,11,5.34983335002936,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.0452669791425882, 'e': 0.0905339582851764}",30,4,41.34489580874672,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.04481430935116231, 'e': 0.08962861870232462}",30,12,31.84985180440512,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.04436616625765069, 'e': 0.08873233251530138}",25,12,14.262141488566014,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.04392250459507418, 'e': 0.08784500919014836}",20,0,30.372483404589318,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.04348327954912344, 'e': 0.08696655909824688}",20,0,-28.061005489366618,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
244,False,"{'a': 0.0430484467536322, 'e': 0.0860968935072644}",20,15,2.2548911112173693,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.04261796228609588, 'e': 0.08523592457219176}",20,9,22.085618333957598,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.04219178266323492, 'e': 0.08438356532646984}",20,15,8.876031105481971,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.041769864836602576, 'e': 0.08353972967320515}",25,16,14.46434369508611,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.04135216618823655, 'e': 0.0827043323764731}",35,19,18.63988329356606,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.04093864452635418, 'e': 0.08187728905270836}",25,13,23.610235824844025,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.04052925808109064, 'e': 0.08105851616218128}",25,9,20.793633181834092,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.04012396550027973, 'e': 0.08024793100055946}",20,0,-1.8357837783081952,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
252,False,"{'a': 0.03972272584527693, 'e': 0.07944545169055386}",20,10,16.08929073610976,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,14,17.374769178767842,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,19,20.017878939922788,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,7,33.55868313191139,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,8,18.332087559045487,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,14,19.392075728340874,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",35,19,27.65203403320259,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,8,28.699101798273038,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,18,11.3559989230304,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,10,29.273706026723957,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,11,19.162393070869484,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,6,25.386517104561182,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,14,30.97502439496277,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",30,12,32.82080920033043,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,0,29.200063707314975,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,14,24.620212773978565,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",30,18,22.98587650151475,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,1,35.265297225541815,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,3,28.38103669944254,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,9,19.6297778115967,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",30,15,30.136125531188778,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
