trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
267,True,"{'a': 0.5, 'e': 17.63701819983732}",30,0,-143.98143611375943,"{0: 17, 1: 0, 2: 12, 3: 0, 4: 1}",0
268,True,"{'a': 0.5, 'e': 17.814273179612197}",20,0,-45.61142925636163,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
269,True,"{'a': 0.5, 'e': 17.99330960155032}",25,0,-196.82556664626313,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
270,True,"{'a': 0.5, 'e': 18.17414536944306}",25,2,-143.27619231125746,"{0: 14, 1: 0, 2: 6, 3: 1, 4: 2}",1
271,True,"{'a': 0.5, 'e': 18.356798567017925}",20,0,-143.2482432138631,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
272,True,"{'a': 0.5, 'e': 18.54128745974687}",25,0,-97.8909511876806,"{0: 15, 1: 1, 2: 7, 3: 2, 4: 0}",0
273,True,"{'a': 0.5, 'e': 18.72763049667292}",20,0,-42.31424026812022,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
274,True,"{'a': 0.5, 'e': 18.915846312255038}",25,0,-80.49419400251642,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
275,True,"{'a': 0.5, 'e': 19.10595372823165}",30,0,-167.77523034333493,"{0: 19, 1: 4, 2: 3, 3: 1, 4: 3}",0
276,True,"{'a': 0.5, 'e': 19.297971755502758}",30,0,-181.69075811081385,"{0: 16, 1: 2, 2: 7, 3: 4, 4: 1}",0
277,True,"{'a': 0.5, 'e': 19.49191959603112}",20,0,-167.92209166779935,"{0: 9, 1: 0, 2: 8, 3: 1, 4: 2}",0
278,True,"{'a': 0.5, 'e': 19.6878166447624}",20,0,-158.95685967795345,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 3}",0
279,True,"{'a': 0.5, 'e': 19.88568249156473}",20,0,-94.97101280246483,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
280,True,"{'a': 0.5, 'e': 20.085536923187668}",25,0,-131.19610499411735,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
281,True,"{'a': 0.5, 'e': 20.287399925240926}",25,0,-109.87550744617417,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
282,True,"{'a': 0.5, 'e': 20.49129168419294}",20,0,-114.96020683561844,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
283,True,"{'a': 0.5, 'e': 20.6972325893895}",35,0,-261.1287481300555,"{0: 19, 1: 3, 2: 7, 3: 2, 4: 4}",0
284,True,"{'a': 0.5, 'e': 20.905243235092758}",30,0,-201.92260007606404,"{0: 18, 1: 1, 2: 6, 3: 2, 4: 3}",0
285,True,"{'a': 0.5, 'e': 21.11534442254061}",20,0,-110.38723577850607,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
286,True,"{'a': 0.5, 'e': 21.327557162026903}",20,0,-120.79870013894161,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
287,True,"{'a': 0.5, 'e': 21.54190267500241}",20,0,-126.31209129995673,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
288,True,"{'a': 0.5, 'e': 21.75840239619708}",25,0,-62.88776343299248,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
289,True,"{'a': 0.5, 'e': 21.977077975763418}",35,0,-261.6946909243154,"{0: 20, 1: 5, 2: 4, 3: 1, 4: 5}",0
290,True,"{'a': 0.5, 'e': 22.197951281441636}",20,0,-112.21301221184896,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
291,True,"{'a': 0.5, 'e': 22.421044400746343}",30,0,-63.56601159150374,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
292,True,"{'a': 0.5, 'e': 22.646379643175397}",20,3,-115.5228195693528,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 2}",1
293,True,"{'a': 0.5, 'e': 22.873979542440807}",20,0,-57.56287443492757,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
294,True,"{'a': 0.5, 'e': 23.103866858722185}",30,0,-110.21776935783897,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
295,True,"{'a': 0.5, 'e': 23.33606458094271}",25,3,-103.23048536544177,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 2}",1
296,True,"{'a': 0.5, 'e': 23.570595929068126}",25,0,-70.71892383970578,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
297,True,"{'a': 0.5, 'e': 23.80748435642867}",30,0,-96.93318447899689,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
298,True,"{'a': 0.5, 'e': 24.046753552064498}",25,0,-107.7651722044999,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
299,True,"{'a': 0.5, 'e': 24.288427443094555}",20,8,-102.85627482477213,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 2}",1
300,True,"{'a': 0.5, 'e': 24.532530197109352}",20,0,-49.04060660043668,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
