trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.5, 'e': 0.07999999999999918}",25,18,12.329900009971569,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.07499999999999918}",30,19,24.60265549511283,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.06999999999999917}",25,14,21.481353430732156,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.06499999999999917}",30,16,-38.2251623990209,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
188,False,"{'a': 0.5, 'e': 0.05999999999999917}",25,19,-32.75840402054727,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
189,False,"{'a': 0.5, 'e': 0.054999999999999175}",25,0,27.452759653100234,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.04999999999999918}",20,8,10.004224800094752,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.04499999999999918}",25,0,-3.022781720479488,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.03999999999999918}",25,13,11.545514384772396,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.034999999999999185}",20,0,27.317630171075862,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.029999999999999184}",20,7,22.828327009085204,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.024999999999999183}",20,6,21.551093869515757,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.01999999999999918}",25,14,-23.664623884308387,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
197,False,"{'a': 0.5, 'e': 0.01499999999999918}",30,4,40.17560480117701,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.00999999999999918}",25,17,17.06928335553429,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.00499999999999918}",25,7,-5.768635779440384,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1,True,"{'a': 0.5, 'e': -8.205242041370298e-16}",20,0,28.87398134055896,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2,True,"{'a': 0.5, 'e': -0.005000000000000821}",30,13,7.6371318959520185,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
3,True,"{'a': 0.5, 'e': -0.01000000000000082}",25,0,36.16262479235093,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4,True,"{'a': 0.5, 'e': -0.015000000000000822}",20,3,28.204930866676342,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.5, 'e': -0.020000000000000823}",20,6,17.82241548765634,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.5, 'e': -0.025000000000000824}",20,1,31.65825618117288,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.5, 'e': -0.030000000000000825}",25,18,13.326911605668423,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.5, 'e': -0.03500000000000082}",30,13,32.44538914037387,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.5, 'e': -0.04000000000000082}",25,2,34.051226051095654,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.5, 'e': -0.04500000000000082}",20,8,19.42634818835173,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.5, 'e': -0.050000000000000815}",30,11,31.372317776769,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.5, 'e': -0.05500000000000081}",20,10,17.20111799603688,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.5, 'e': -0.06000000000000081}",20,14,11.989234664578344,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.5, 'e': -0.06500000000000081}",30,13,30.953446285677455,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.5, 'e': -0.07000000000000081}",20,9,20.98261953723638,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.5, 'e': -0.07500000000000082}",30,16,24.400590182167036,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.5, 'e': -0.08000000000000082}",20,0,-50.43010357247451,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",1
18,True,"{'a': 0.5, 'e': -0.08500000000000082}",20,14,10.234774994389232,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.5, 'e': -0.09000000000000083}",30,11,-7.875458377845183,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
20,True,"{'a': 0.5, 'e': -0.09500000000000083}",25,7,-10.264378918545233,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
21,True,"{'a': 0.5, 'e': -0.10000000000000084}",20,12,14.900178205180989,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0.5, 'e': -0.10500000000000084}",30,17,24.407949566780466,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.5, 'e': -0.11000000000000085}",30,8,39.9643442247455,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0.5, 'e': -0.11500000000000085}",20,0,33.21978705967714,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
25,True,"{'a': 0.5, 'e': -0.12000000000000086}",20,9,17.903513265650243,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0.5, 'e': -0.12500000000000086}",20,10,18.289928304660997,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0.5, 'e': -0.13000000000000086}",20,0,26.96895427253917,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
28,True,"{'a': 0.5, 'e': -0.13500000000000087}",25,6,27.977764859620656,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0.5, 'e': -0.14000000000000087}",35,22,20.293402549607272,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0.5, 'e': -0.14500000000000088}",30,6,42.086630248641065,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0.5, 'e': -0.15000000000000088}",25,13,22.30535595518791,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0.5, 'e': -0.1550000000000009}",20,9,22.841172079921357,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0.5, 'e': -0.1600000000000009}",20,0,30.26394774096572,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0.5, 'e': -0.1650000000000009}",25,16,15.617990046593626,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0.5, 'e': -0.1700000000000009}",30,0,42.996375695126304,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
36,True,"{'a': 0.5, 'e': -0.1750000000000009}",20,6,22.955409007890722,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0.5, 'e': -0.1800000000000009}",30,0,41.426360115255136,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
38,True,"{'a': 0.5, 'e': -0.1850000000000009}",30,0,44.005722473719366,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
39,True,"{'a': 0.5, 'e': -0.19000000000000092}",25,17,17.156082991566386,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0.5, 'e': -0.19500000000000092}",20,0,15.782614824179435,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
41,True,"{'a': 0.5, 'e': -0.20000000000000093}",20,11,18.619664644836107,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0.5, 'e': -0.20500000000000093}",20,15,7.625299975442337,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0.5, 'e': -0.21000000000000094}",25,3,36.05055690661793,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0.5, 'e': -0.21500000000000094}",20,12,18.108947277645548,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0.5, 'e': -0.22000000000000094}",25,7,29.91311940988197,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0.5, 'e': -0.22500000000000095}",25,7,31.953889618582885,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0.5, 'e': -0.23000000000000095}",30,12,31.338987262009912,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0.5, 'e': -0.23500000000000096}",20,1,25.647584699686796,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0.5, 'e': -0.24000000000000096}",25,12,24.523953583874682,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0.5, 'e': -0.24500000000000097}",30,8,-9.001425024765116,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
51,True,"{'a': 0.5, 'e': -0.25000000000000094}",25,11,20.763285700309854,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0.5, 'e': -0.25500000000000095}",20,13,11.179690566528961,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0.5, 'e': -0.26000000000000095}",25,6,7.629818754973068,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
54,True,"{'a': 0.5, 'e': -0.26500000000000096}",25,12,25.91103385923491,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0.5, 'e': -0.27000000000000096}",30,12,-8.97109957242868,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
56,True,"{'a': 0.5, 'e': -0.27500000000000097}",30,19,23.639951152680645,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0.5, 'e': -0.28000000000000097}",25,11,24.909496709358926,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0.5, 'e': -0.285000000000001}",20,6,-18.55651934646982,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
59,True,"{'a': 0.5, 'e': -0.290000000000001}",20,8,0.8114771130112983,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
60,True,"{'a': 0.5, 'e': -0.295000000000001}",35,19,27.582169868464728,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0.5, 'e': -0.300000000000001}",35,5,47.66637972954083,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0.5, 'e': -0.305000000000001}",20,9,11.78859074541214,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
63,True,"{'a': 0.5, 'e': -0.310000000000001}",25,9,2.7524811647675915,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
64,True,"{'a': 0.5, 'e': -0.315000000000001}",35,23,23.813452108900442,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0.5, 'e': -0.320000000000001}",20,10,16.956745736147223,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'a': 0.5, 'e': -0.325000000000001}",20,6,24.044728196544437,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,True,"{'a': 0.5, 'e': -0.330000000000001}",25,13,18.858558415384056,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'a': 0.5, 'e': -0.335000000000001}",25,14,10.750597460177648,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
69,True,"{'a': 0.5, 'e': -0.340000000000001}",25,0,36.990605172282145,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
70,True,"{'a': 0.5, 'e': -0.34500000000000103}",35,12,40.938705412255466,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,True,"{'a': 0.5, 'e': -0.35000000000000103}",35,22,23.181016723882607,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,True,"{'a': 0.5, 'e': -0.35500000000000104}",20,14,10.226050736282962,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'a': 0.5, 'e': -0.36000000000000104}",30,16,24.241344763573437,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'a': 0.5, 'e': -0.36500000000000105}",20,0,32.993655749434225,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
75,True,"{'a': 0.5, 'e': -0.37000000000000105}",25,17,8.50448974409477,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'a': 0.5, 'e': -0.37500000000000105}",30,0,44.442152685194,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
77,True,"{'a': 0.5, 'e': -0.38000000000000106}",25,13,22.232336629286586,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0.5, 'e': -0.38500000000000106}",25,20,8.676962719537777,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,True,"{'a': 0.5, 'e': -0.39000000000000107}",20,9,18.19166853507299,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0.5, 'e': -0.3950000000000011}",25,7,29.689834228419485,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,True,"{'a': 0.5, 'e': -0.4000000000000011}",35,24,18.899728777851287,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,True,"{'a': 0.5, 'e': -0.4050000000000011}",30,10,42.27039971740561,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'a': 0.5, 'e': -0.4100000000000011}",25,0,38.31221109244983,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
84,True,"{'a': 0.5, 'e': -0.4150000000000011}",30,23,15.698696634595532,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'a': 0.5, 'e': -0.4200000000000011}",30,18,22.319532696857777,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,True,"{'a': 0.5, 'e': -0.4250000000000011}",25,12,18.248763494034293,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,True,"{'a': 0.5, 'e': -0.4300000000000011}",20,10,-23.490050122485517,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
88,True,"{'a': 0.5, 'e': -0.4350000000000011}",20,6,-19.14534521261185,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
89,True,"{'a': 0.5, 'e': -0.4400000000000011}",30,16,24.661442081954306,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'a': 0.5, 'e': -0.4450000000000011}",25,10,25.849377880411488,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'a': 0.5, 'e': -0.4500000000000011}",30,21,17.99911914548476,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'a': 0.5, 'e': -0.4550000000000011}",20,3,28.497754908394267,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,True,"{'a': 0.5, 'e': -0.46000000000000113}",20,13,12.412890560089227,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,True,"{'a': 0.5, 'e': -0.46500000000000113}",20,8,20.278383589362413,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,True,"{'a': 0.5, 'e': -0.47000000000000114}",25,10,30.72850969441959,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,True,"{'a': 0.5, 'e': -0.47500000000000114}",25,17,13.95866048751224,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,True,"{'a': 0.5, 'e': -0.48000000000000115}",25,13,15.938815921466654,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,True,"{'a': 0.5, 'e': -0.48500000000000115}",25,19,12.336312204297402,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,True,"{'a': 0.5, 'e': -0.49000000000000116}",20,7,22.449182475260642,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,True,"{'a': 0.5, 'e': -0.49500000000000116}",20,10,20.71518327790362,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,True,"{'a': 0.5, 'e': -0.5000000000000011}",30,16,27.020873659930743,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,True,"{'a': 0.5, 'e': -0.5050000000000011}",20,0,-9.712157653553453,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
103,True,"{'a': 0.5, 'e': -0.5100000000000011}",20,0,25.550673505642663,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
104,True,"{'a': 0.5, 'e': -0.5150000000000011}",20,15,5.9652585970382095,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,True,"{'a': 0.5, 'e': -0.5200000000000011}",30,19,18.3502917147153,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,True,"{'a': 0.5, 'e': -0.5250000000000011}",25,16,13.991018602926761,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,True,"{'a': 0.5, 'e': -0.5300000000000011}",20,10,19.214969419062754,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,True,"{'a': 0.5, 'e': -0.5350000000000011}",30,13,20.905895699411513,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
109,True,"{'a': 0.5, 'e': -0.5400000000000011}",20,15,11.069332869883475,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,True,"{'a': 0.5, 'e': -0.5450000000000012}",20,13,13.309063350758404,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,True,"{'a': 0.5, 'e': -0.5500000000000012}",25,0,17.09525482239255,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
112,True,"{'a': 0.5, 'e': -0.5550000000000012}",20,10,16.849433879387913,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,True,"{'a': 0.5, 'e': -0.5600000000000012}",35,11,46.25150229882188,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,True,"{'a': 0.5, 'e': -0.5650000000000012}",25,9,26.34524006015141,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,True,"{'a': 0.5, 'e': -0.5700000000000012}",20,2,17.713599739987263,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
116,True,"{'a': 0.5, 'e': -0.5750000000000012}",20,15,10.149261973821588,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,True,"{'a': 0.5, 'e': -0.5800000000000012}",25,14,21.29028758365302,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,True,"{'a': 0.5, 'e': -0.5850000000000012}",25,0,16.61618378743521,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
119,True,"{'a': 0.5, 'e': -0.5900000000000012}",25,11,24.596662917312496,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,True,"{'a': 0.5, 'e': -0.5950000000000012}",25,11,25.30952689744531,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,True,"{'a': 0.5, 'e': -0.6000000000000012}",20,16,9.076244580845774,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,True,"{'a': 0.5, 'e': -0.6050000000000012}",20,15,9.298171907674403,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,True,"{'a': 0.5, 'e': -0.6100000000000012}",25,8,28.558004290528984,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,True,"{'a': 0.5, 'e': -0.6150000000000012}",30,12,32.30820531197993,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,True,"{'a': 0.5, 'e': -0.6200000000000012}",20,16,7.333767518713866,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,True,"{'a': 0.5, 'e': -0.6250000000000012}",20,8,25.142489796217408,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,True,"{'a': 0.5, 'e': -0.6300000000000012}",20,4,28.515435940703128,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,True,"{'a': 0.5, 'e': -0.6350000000000012}",25,7,33.576491328597285,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,True,"{'a': 0.5, 'e': -0.6400000000000012}",20,5,15.57966152212567,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
130,True,"{'a': 0.5, 'e': -0.6450000000000012}",20,10,19.480244629983403,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,True,"{'a': 0.5, 'e': -0.6500000000000012}",25,16,16.0348919884237,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,True,"{'a': 0.5, 'e': -0.6550000000000012}",20,10,17.112061573422203,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,True,"{'a': 0.5, 'e': -0.6600000000000013}",20,2,30.536001356375518,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,True,"{'a': 0.5, 'e': -0.6650000000000013}",25,13,21.239331638739856,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,True,"{'a': 0.5, 'e': -0.6700000000000013}",20,8,20.4024985889831,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,True,"{'a': 0.5, 'e': -0.6750000000000013}",30,16,15.115518303690914,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
137,True,"{'a': 0.5, 'e': -0.6800000000000013}",25,13,22.138022807088657,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,True,"{'a': 0.5, 'e': -0.6850000000000013}",25,11,-17.243926361531564,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
139,True,"{'a': 0.5, 'e': -0.6900000000000013}",35,18,-12.107561213833279,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
140,True,"{'a': 0.5, 'e': -0.6950000000000013}",30,15,27.35279484954059,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,True,"{'a': 0.5, 'e': -0.7000000000000013}",30,10,33.16119256457564,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,True,"{'a': 0.5, 'e': -0.7050000000000013}",25,0,10.24256919675537,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
143,True,"{'a': 0.5, 'e': -0.7100000000000013}",20,2,31.02479080449003,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,True,"{'a': 0.5, 'e': -0.7150000000000013}",20,6,19.93885432995097,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,True,"{'a': 0.5, 'e': -0.7200000000000013}",20,11,17.61074719692205,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,True,"{'a': 0.5, 'e': -0.7250000000000013}",30,19,20.842206183742622,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,True,"{'a': 0.5, 'e': -0.7300000000000013}",20,11,16.177088977965113,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,True,"{'a': 0.5, 'e': -0.7350000000000013}",35,23,22.589027261974547,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,True,"{'a': 0.5, 'e': -0.7400000000000013}",25,12,20.414646908934145,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,True,"{'a': 0.5, 'e': -0.7450000000000013}",25,13,21.29081971411435,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,True,"{'a': 0.5, 'e': -0.7500000000000013}",25,11,23.3343251617349,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,True,"{'a': 0.5, 'e': -0.7550000000000013}",25,15,17.026998330799106,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,True,"{'a': 0.5, 'e': -0.7600000000000013}",20,0,-8.88437261830883,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
154,True,"{'a': 0.5, 'e': -0.7650000000000013}",20,10,19.206224708247,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,True,"{'a': 0.5, 'e': -0.7700000000000014}",20,7,27.68267081563599,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,True,"{'a': 0.5, 'e': -0.7750000000000014}",20,0,17.520293710123095,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
157,True,"{'a': 0.5, 'e': -0.7800000000000014}",20,8,23.34508966755496,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,True,"{'a': 0.5, 'e': -0.7850000000000014}",20,11,15.62851797490694,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,True,"{'a': 0.5, 'e': -0.7900000000000014}",25,14,21.87799550296148,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,True,"{'a': 0.5, 'e': -0.7950000000000014}",25,8,25.64334857277586,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,True,"{'a': 0.5, 'e': -0.8000000000000014}",20,14,11.21813250280112,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,True,"{'a': 0.5, 'e': -0.8050000000000014}",20,0,29.09754235132992,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,True,"{'a': 0.5, 'e': -0.8100000000000014}",20,7,25.8251027430004,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,True,"{'a': 0.5, 'e': -0.8150000000000014}",20,12,15.793215910749545,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,True,"{'a': 0.5, 'e': -0.8200000000000014}",20,13,11.168689457232047,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,True,"{'a': 0.5, 'e': -0.8250000000000014}",30,20,17.006587457643406,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,True,"{'a': 0.5, 'e': -0.8300000000000014}",20,15,8.265032865941386,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,True,"{'a': 0.5, 'e': -0.8350000000000014}",30,6,33.244389605702096,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
169,True,"{'a': 0.5, 'e': -0.8400000000000014}",25,12,25.797915734047294,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,True,"{'a': 0.5, 'e': -0.8450000000000014}",25,17,15.055860612848033,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
